0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
0.0,5.6461100578308105,4.35263729095459,0.0,7.556523323059082,6.46069860458374,10.115250587463379,5.873127460479736,0.0,0.0,0.0,4.779438495635986,0.0,0.0,0.0,3.927562952041626,3.957686185836792,0.0,0.0,0.0,5.918385028839111,0.0,0.0,0.0,0.0,0.0,11.779723167419434,0.0,0.0,3.2832891941070557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.821089029312134,0.0,0.0,0.0,0.0,3.9872939586639404,0.0,0.0,0.0,8.31923770904541,5.142061710357666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.154199123382568,7.863415241241455,10.793095588684082,11.464577674865723,5.774814605712891,4.008911609649658,0.0,4.417212963104248,9.298876762390137,13.575504302978516,7.946151256561279,5.023415565490723,4.471893787384033,7.8728251457214355,7.201406955718994,9.45766830444336,0.0,10.909151077270508,15.048842430114746,0.0,9.161370277404785,0.0,10.170056343078613,8.872117042541504,0.0,0.0,9.954862594604492,0.0,0.0,0.0,9.903698921203613,0.0,10.049925804138184,0.0,0.0,0.0,9.517064094543457,0.0,0.0,13.031998634338379,0.0,0.0
0.0,4.1058783531188965,4.847818851470947,5.063246250152588,8.556879997253418,4.912456512451172,5.5634541511535645,4.553700923919678,0.0,0.0,0.0,0.0,0.0,0.0,4.012735843658447,4.053460121154785,0.0,3.0762650966644287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.025619506835938,0.0,0.0,0.0,3.405198574066162,3.9710609912872314,4.901156902313232,0.0,2.7141637802124023,3.6114771366119385,3.7725789546966553,3.5401313304901123,0.0,5.070591449737549,0.0,0.0,0.0,0.0,4.780409336090088,0.0,6.2018303871154785,3.2823989391326904,0.0,0.0,0.0,0.0,0.0,3.52301287651062,4.1543121337890625,5.085760593414307,6.80488920211792,13.331354141235352,7.667296886444092,5.417149543762207,2.8857669830322266,0.0,4.024518013000488,13.952178001403809,13.952298164367676,6.2655348777771,4.519863605499268,3.839320421218872,8.98211669921875,8.451811790466309,10.951268196105957,0.0,14.902667045593262,13.112689018249512,12.329690933227539,9.6177396774292,0.0,13.904145240783691,0.0,0.0,0.0,10.982443809509277,0.0,0.0,10.520718574523926,10.24796199798584,0.0,0.0,0.0,0.0,0.0,10.926523208618164,0.0,0.0,12.304705619812012,0.0,0.0
0.0,4.2990031242370605,4.215242862701416,3.890793561935425,5.445369720458984,5.988118648529053,5.1307878494262695,5.881866931915283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9560108184814453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.110588073730469,0.0,0.0,4.568788051605225,2.0805606842041016,5.273963451385498,0.0,0.0,0.0,0.0,4.258327960968018,0.0,0.0,4.2766242027282715,0.0,0.0,6.470141887664795,0.0,0.0,0.0,9.574355125427246,0.0,4.654233932495117,0.0,0.0,0.0,0.0,4.4595770835876465,0.0,6.010598659515381,0.0,0.0,12.98989200592041,3.5567636489868164,4.836912631988525,3.235903024673462,4.4768500328063965,6.825438022613525,11.087607383728027,12.583683013916016,6.381855487823486,4.087121963500977,3.806865692138672,9.89760684967041,0.0,12.929081916809082,10.401463508605957,14.673310279846191,11.481457710266113,11.312871932983398,8.734538078308105,0.0,0.0,10.379597663879395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.911295890808105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.903620719909668,6.8716721534729,0.0,7.815718173980713,4.173583984375,0.0,6.037553310394287,6.175243377685547,5.711999893188477,0.0,0.0,0.0,0.0,4.222758769989014,0.0,0.0,2.2908456325531006,5.984676837921143,5.123794078826904,0.0,0.0,0.0,4.069064617156982,11.054343223571777,0.0,0.0,6.26438570022583,0.0,4.1482672691345215,0.0,4.14473819732666,0.0,2.613830327987671,0.0,0.0,0.0,3.368973731994629,5.019664287567139,0.0,0.0,0.0,0.0,0.0,8.463876724243164,0.0,5.120871067047119,11.706950187683105,9.167925834655762,7.1846232414245605,0.0,3.6357858180999756,4.212454795837402,5.95026159286499,9.504955291748047,6.5060014724731445,11.92638874053955,4.30673360824585,5.219531536102295,2.3928868770599365,3.7025411128997803,5.425984859466553,10.917373657226562,11.214509010314941,4.425107479095459,6.774827480316162,3.595041275024414,12.42674732208252,8.473431587219238,11.908209800720215,12.896252632141113,15.579323768615723,12.274056434631348,0.0,0.0,0.0,0.0,12.212315559387207,0.0,0.0,9.31708812713623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.209139347076416,0.0,7.850618362426758,0.0,4.802608013153076,6.8243184089660645,7.132748126983643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.497034549713135,0.0,0.0,0.0,0.0,6.190840244293213,0.0,0.0,0.0,0.0,0.0,0.0,5.456571102142334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.51828670501709,0.0,0.0,0.0,0.0,0.0,0.0,3.7249703407287598,0.0,0.0,0.0,0.0,4.066896438598633,4.438079833984375,5.142895221710205,6.8564581871032715,8.620210647583008,8.17097282409668,8.533734321594238,4.1659088134765625,7.289410591125488,6.456715106964111,5.57385778427124,8.430875778198242,11.381669044494629,10.700854301452637,9.795313835144043,7.686524868011475,3.665940999984741,13.392728805541992,0.0,13.610450744628906,11.544068336486816,14.546419143676758,0.0,0.0,0.0,0.0,0.0,9.13833236694336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.249054908752441,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.849976062774658,0.0,0.0,0.0,0.0,6.939880847930908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235205173492432,4.049466609954834,2.5831964015960693,2.420254945755005,3.179824113845825,0.0,5.9890265464782715,0.0,0.0,0.0,0.0,5.280148506164551,4.68159818649292,4.614518642425537,0.0,0.0,0.0,6.454546928405762,3.0906364917755127,0.0,3.746835470199585,5.657255172729492,0.0,0.0,0.0,0.0,0.0,5.199688911437988,7.0751729011535645,0.0,0.0,0.0,3.7006499767303467,0.0,4.773927211761475,3.561326742172241,11.261462211608887,8.077847480773926,8.618513107299805,7.186880588531494,4.692450046539307,0.0,4.940732002258301,7.13828706741333,6.828566074371338,11.984480857849121,8.032835006713867,9.707976341247559,7.7246198654174805,4.027108669281006,12.733521461486816,0.0,13.198055267333984,12.156167030334473,13.836764335632324,12.376912117004395,0.0,12.45223331451416,0.0,0.0,10.973738670349121,0.0,0.0,6.922361373901367,0.0,0.0,0.0,0.0,0.0,8.01050090789795,0.0,0.0,0.0,7.817764759063721,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.353773593902588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2241737842559814,0.0,0.0,0.0,0.0,3.6980788707733154,0.0,4.488057613372803,0.0,0.0,4.904361248016357,4.172386169433594,5.543010234832764,0.0,0.0,0.0,3.5343074798583984,3.04968523979187,5.149393558502197,4.142354488372803,4.946208953857422,0.0,0.0,0.0,0.0,0.0,0.0,13.017582893371582,11.382081031799316,7.399871349334717,0.0,5.830296993255615,5.57000207901001,4.498050212860107,9.370436668395996,10.992058753967285,6.535336971282959,8.962592124938965,3.7207729816436768,9.041619300842285,0.0,7.106893062591553,8.16788387298584,9.363332748413086,12.096763610839844,8.639975547790527,12.03366756439209,9.417399406433105,3.900848150253296,11.89444351196289,0.0,12.501114845275879,13.012718200683594,14.75034236907959,11.854032516479492,0.0,0.0,0.0,0.0,8.570962905883789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.219659328460693,0.0,7.777070999145508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.389296293258667,3.9258501529693604,6.672065734863281,0.0,0.0,5.2707624435424805,5.616587162017822,4.032433986663818,5.515640735626221,4.039450168609619,0.0,5.127584934234619,3.5423409938812256,3.2508039474487305,3.527118444442749,3.7016377449035645,4.810751914978027,0.0,0.0,0.0,8.313307762145996,0.0,0.0,11.391524314880371,12.104205131530762,11.576251983642578,14.364230155944824,10.440876960754395,5.828798770904541,5.562529563903809,6.121235370635986,8.98792552947998,7.788255214691162,13.947488784790039,4.477440357208252,10.856669425964355,0.0,8.416860580444336,8.608135223388672,6.876199722290039,10.917074203491211,5.645071983337402,11.988192558288574,11.42514705657959,3.348888397216797,13.096031188964844,0.0,14.733253479003906,13.312617301940918,15.134981155395508,11.792745590209961,0.0,14.100991249084473,0.0,0.0,10.03139591217041,0.0,0.0,0.0,0.0,0.0,0.0,7.822666645050049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.262349605560303,7.493473529815674,0.0,0.0,0.0,4.740466117858887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.973382472991943,4.0685505867004395,7.327332019805908,0.0,0.0,0.0,4.678915500640869,3.3338229656219482,3.1003100872039795,3.4385924339294434,0.0,0.0,3.9781219959259033,2.648427724838257,2.59950852394104,0.0,3.7208335399627686,0.0,0.0,0.0,0.0,0.0,7.643070697784424,13.560345649719238,9.561102867126465,0.0,0.0,7.9451704025268555,6.924248218536377,5.741995811462402,4.5110764503479,10.751748085021973,6.480976104736328,14.188599586486816,3.3418476581573486,11.3640718460083,0.0,9.321330070495605,10.105897903442383,9.86191177368164,0.0,6.667959690093994,11.482013702392578,0.0,4.129021644592285,0.0,0.0,0.0,13.888676643371582,13.745579719543457,0.0,0.0,0.0,0.0,0.0,9.666476249694824,0.0,0.0,0.0,0.0,0.0,0.0,8.043356895446777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.548340320587158,6.565471172332764,0.0,0.0,0.0,4.476635456085205,0.0,3.147010326385498,0.0,3.4206762313842773,6.530341625213623,0.0,0.0,0.0,0.0,0.0,5.8999199867248535,0.0,0.0,0.0,5.596197605133057,3.788675308227539,4.165262699127197,4.144400119781494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.252900123596191,0.0,0.0,0.0,7.9948859214782715,0.0,0.0,14.883849143981934,12.989697456359863,5.6412224769592285,12.219414710998535,8.584576606750488,7.080080986022949,6.476315975189209,6.5788702964782715,11.75759506225586,4.95559024810791,12.500157356262207,4.269100666046143,0.0,0.0,0.0,9.73323917388916,6.668018341064453,0.0,7.719721794128418,0.0,0.0,4.372718334197998,0.0,0.0,0.0,13.760558128356934,14.420071601867676,0.0,0.0,0.0,0.0,0.0,9.76408863067627,0.0,0.0,0.0,0.0,0.0,0.0,6.57214879989624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.510684013366699,5.522396564483643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6137588024139404,0.0,0.0,0.0,0.0,3.9184932708740234,6.316242694854736,0.0,0.0,0.0,0.0,4.391541957855225,4.068843841552734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.752346515655518,0.0,0.0,0.0,0.0,0.0,0.0,15.145934104919434,12.840420722961426,10.912272453308105,12.85777759552002,5.733347415924072,7.087625026702881,7.521387577056885,4.988661289215088,0.0,7.864133358001709,0.0,0.0,11.302245140075684,2.5842440128326416,0.0,10.80275821685791,6.85791540145874,0.0,0.0,11.880073547363281,12.187190055847168,4.177977085113525,0.0,0.0,0.0,0.0,13.540806770324707,11.595992088317871,12.986330032348633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.179962158203125,0.0,0.0,0.0,0.0,3.957991600036621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9115633964538574,0.0,0.0,3.842855215072632,4.862310409545898,4.6227126121521,4.325081825256348,0.0,0.0,0.0,0.0,0.0,0.0,3.8534345626831055,0.0,7.4877190589904785,0.0,0.0,0.0,0.0,0.0,0.0,15.433119773864746,0.0,8.536911964416504,12.315229415893555,0.0,9.116894721984863,6.6463303565979,3.793180465698242,10.648825645446777,9.144775390625,12.638955116271973,0.0,10.484017372131348,0.0,6.841049671173096,10.654723167419434,6.248595714569092,0.0,0.0,12.002129554748535,0.0,4.328148365020752,0.0,0.0,13.914677619934082,13.316420555114746,14.311066627502441,11.864716529846191,10.87941837310791,11.545552253723145,6.494251728057861,0.0,9.31052303314209,6.44569730758667,7.838243007659912,0.0,8.263875961303711,0.0,0.0,4.645044803619385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.764641284942627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29829740524292,0.0,0.0,0.0,4.313206195831299,5.433999061584473,5.433945655822754,0.0,2.1841251850128174,2.7775166034698486,4.714804172515869,0.0,0.0,0.0,0.0,9.008151054382324,0.0,0.0,0.0,0.0,0.0,7.988067150115967,13.725019454956055,0.0,7.95825719833374,12.296216011047363,10.453543663024902,5.87214994430542,0.0,4.744028568267822,8.450539588928223,6.352301120758057,13.228510856628418,0.0,0.0,0.0,9.604012489318848,6.68378210067749,6.9218854904174805,0.0,8.071808815002441,11.579895973205566,11.59594440460205,4.132802486419678,11.405118942260742,8.530014991760254,14.444231986999512,13.418484687805176,14.248297691345215,10.98853588104248,12.571601867675781,13.586849212646484,0.0,0.0,10.247122764587402,0.0,0.0,0.0,8.230255126953125,0.0,10.154666900634766,6.264469623565674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5205254554748535,2.9748799800872803,0.0,5.086669445037842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.937695026397705,0.0,0.0,0.0,7.156310558319092,6.121942043304443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6068689823150635,0.0,5.79520320892334,0.0,0.0,0.0,9.2625150680542,0.0,0.0,0.0,12.1423978805542,9.716493606567383,0.0,0.0,6.922595500946045,8.70980453491211,9.450963020324707,13.149415969848633,6.334475040435791,14.311341285705566,0.0,10.541925430297852,0.0,0.0,10.344685554504395,7.82454776763916,0.0,0.0,12.311670303344727,0.0,4.363778591156006,0.0,0.0,13.149057388305664,14.2680025100708,14.350953102111816,12.921137809753418,12.923279762268066,0.0,0.0,0.0,9.554794311523438,0.0,0.0,0.0,7.858694553375244,0.0,8.97158145904541,5.787045001983643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3882317543029785,0.0,3.6499905586242676,0.0,0.0,6.609621524810791,0.0,0.0,0.0,5.739579200744629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.862160682678223,5.640565395355225,11.647343635559082,12.00633716583252,7.855319499969482,13.109784126281738,0.0,11.197447776794434,2.276338577270508,0.0,11.774806022644043,6.1051506996154785,0.0,0.0,10.981493949890137,0.0,3.2954719066619873,0.0,0.0,0.0,14.020501136779785,14.407685279846191,11.431524276733398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.869173526763916,0.0,0.0,4.06470251083374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159046649932861,0.0,0.0,0.0,0.0,10.025439262390137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.298357963562012,10.285706520080566,12.238863945007324,14.419122695922852,8.920197486877441,13.668728828430176,0.0,10.87447738647461,0.0,0.0,12.705607414245605,7.952917098999023,0.0,0.0,11.710179328918457,0.0,0.0,0.0,0.0,11.580487251281738,14.271998405456543,14.584046363830566,10.753113746643066,0.0,0.0,0.0,0.0,10.786412239074707,0.0,0.0,0.0,8.892251014709473,0.0,0.0,4.7248358726501465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8783962726593018,0.0,0.0,8.057587623596191,0.0,7.771873950958252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.774470329284668,0.0,8.79121208190918,9.944769859313965,14.178394317626953,12.251346588134766,8.858745574951172,13.173129081726074,0.0,10.751136779785156,2.0637476444244385,0.0,0.0,8.594198226928711,0.0,10.40540885925293,12.38075065612793,12.37907886505127,0.0,11.241793632507324,0.0,8.926484107971191,13.480470657348633,14.510455131530762,11.537267684936523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.544820785522461,0.0,0.0,5.772746562957764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
